Numero Empleado,Numero Orden,"Codigos serial ,QR",Version Firmware,Prueba LEDS,Prueba LCDS,Prueba pulsacion Botones,Prueba entradas digitales,Hora y Fecha
9090,909090,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,PASS,PASS,PASS,11:11:38_18-02-25
9090,909090,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,FAIL,PASS,PASS,11:13:26_18-02-25
9090,909090,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"PASS,{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS,{}",PASS,PASS,14:03:40_18-02-25
9090,909090,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"PASS,{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS,{}",PASS,PASS,14:07:26_18-02-25
9090,909090,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"PASS,{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS,{}",PASS,PASS,14:11:48_18-02-25
9090,909090,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"PASS,{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS,{}",PASS,PASS,14:14:33_18-02-25
9090,909090,"IK2506231T250602356 , T250602356 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,,,PASS,PASS,14:57:41_18-02-25
9090,909090,"IK2506231T250602356 , T250602356 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,,,PASS,PASS,15:01:03_18-02-25
9090,909090,"IK2506231T250602356 , T250602356 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,,,PASS,PASS,15:02:23_18-02-25
9090,909090,"pi000 , qe333 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,PASS,PASS,PASS,15:14:07_18-02-25
9090,909090,"tr555 , er4444 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,PASS,PASS,PASS,15:15:57_18-02-25
9090,909090,"fg333 , fdsf3323 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,PASS,PASS,PASS,15:27:30_18-02-25
9090,909090,"tyty2323 , ssd2323 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,FAIL,PASS,PASS,15:44:12_18-02-25
9090,909090,"op000 , li999 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,FAIL,PASS,PASS,15:49:57_18-02-25
9090,909090,"yu777 , yt555 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,FAIL,PASS,PASS,PASS,15:51:25_18-02-25
9090,909090,"er55 , erer333 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,PASS,PASS,PASS,15:54:13_18-02-25
9090,909090,"IK2506231T250602337 , T250602337 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,PASS,PASS,PASS,15:56:02_18-02-25
9090,909090,"rt555 , rt56 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"('FAIL', {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0})","('FAIL', {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0})",PASS,PASS,16:10:02_18-02-25
9090,909090,"er44 , er444 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"('FAIL', {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 9468: 1})","('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1})",PASS,PASS,16:12:10_18-02-25
9090,909090,"er333 , err333 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1})",PASS,PASS,16:13:58_18-02-25
