Numero Empleado,Numero Orden,"Codigos serial ,QR",Version Firmware,Prueba LEDS,Prueba LCDS,Prueba pulsacion Botones,Prueba entradas digitales,Hora y Fecha
9090,909090,"BQ244423100490013 , BQ2443231106700013 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('FAIL', {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {} ",PASS,15:02:42_26-02-25
9090,909090,"BQ244423100490013 , BQ2443231106700013 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {} ",PASS,15:05:54_26-02-25
9090,909090,"IK2506231T250602353 , T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {} ",PASS,15:12:09_26-02-25
9090,909090,"IK2506231T250602353 , T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0} ",PASS,15:18:51_26-02-25
9090,909090,"IK2506231T250602353 , T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0} ",PASS,15:22:12_26-02-25
9090,909090,"IK2506231T250602353 , T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0} ",PASS,15:24:50_26-02-25
9090,909090,"wadw , awd ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0} ",PASS,15:30:05_26-02-25
9090,909090,"IK2506231T250602353 , IK2506231T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0} ",PASS,15:32:01_26-02-25
9090,909090,"IK2506231T250602353 , T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","FAIL , {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0} ",PASS,17:15:32_26-02-25
9090,909090,"IK2506231T250602353 , T250602353 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,"('PASS', {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1})","('FAIL', {1: 0, 3: 0, 7: 0, 9: 0, 10: 0})","PASS , {1: 0, 2: 1, 3: 1, 4: 1, 5: 1, 6: 0, 7: 1, 8: 1} ",PASS,17:25:54_26-02-25
