Numero Empleado,Numero Orden,"Codigos serial ,QR",Version Firmware,Prueba LEDS,Prueba LCDS,Prueba pulsacion Botones,Prueba entradas digitales,Hora y Fecha
3449,123456,"IK2506231T250602327 , T250602327 ",FF00FFA50010600D1FD0761C0105A18B0109E6B300010000000000000000000000000000000000000579,PASS,PASS,PASS,PASS,19:39:36_17-02-25
3449,123456,"IK2506231T250602335 , T250602335 ",FF00FFA50010600D1FD0761C0105A18B0109E6B300010000000000000000000000000000000000000579,PASS,PASS,PASS,PASS,19:41:04_17-02-25
3449,123456,"IK2506231T250602327 , T250602327 ",FF00FFA50010600D1FD0761C0105A18B0109E6B300010000000000000000000000000000000000000579,PASS,FAIL,PASS,PASS,19:43:47_17-02-25
3449,123456,"IK2506231T250602349 , T250602349 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,PASS,PASS,PASS,PASS,20:50:11_17-02-25
3449,123456,"IK2506231T250602337 , T250602337 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,PASS,PASS,PASS,PASS,20:53:42_17-02-25
3449,123456,"IK2506231T250602337 , T250602337 ",FF00FFA50010600D1FD0761C0106389901508C85000100000000000000000000000000000000000004DE,PASS,PASS,PASS,PASS,20:56:52_17-02-25
3449,123456,"IK2506231T250602337 , T250602337 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,PASS,PASS,PASS,21:01:13_17-02-25
3449,123456,"IK2506231T250602348 , T250602348 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,PASS,PASS,PASS,21:15:12_17-02-25
3449,123456,"IK2506231T250602337 , T250602337 ",FF00FFA50010600D1FD0761CF111EF3FFFFDDF5DFDFFFB6F8000000000000000000000000004DE,PASS,PASS,PASS,PASS,21:18:58_17-02-25
3449,123456,"IK2506231T250602349 , T250602349 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,PASS,PASS,PASS,21:21:06_17-02-25
