ID_Prueba,ID,Numero Empleado,Numero Orden,"Codigos serial ,QR",Version Firmware,Comunicación232,Prueba LEDS,Prueba LCDS,Prueba pulsacion Botones,Prueba entradas digitales,Hora y Fecha
1,1,8617,005076,"BV25382310881 , T253909965 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:09:13_29-09-25
2,2,8617,005076,"BV25382310875 , T253910022 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:10:26_29-09-25
3,3,8617,005076,"BV25382310867 , T253909240 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:11:37_29-09-25
4,4,8617,005076,"BV25382310868 , T253909254 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:12:50_29-09-25
5,5,8617,005076,"BV25382310864 , T253909255 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:14:02_29-09-25
6,6,8617,005076,"BV25382310886 , T253909142 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:15:21_29-09-25
7,7,8617,005076,"BV25382310887 , T253910031 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:16:33_29-09-25
8,8,8617,005076,"BV25382310882 , T253909119 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:17:45_29-09-25
9,8,8617,005076,"BV25382310896 , T253909230 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","FAIL , {1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:19:03_29-09-25
10,9,8617,005076,"BV25382310891 , T253909152 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:20:16_29-09-25
11,10,8617,005076,"BV25382310898 , T253910063 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:21:29_29-09-25
12,11,8617,005076,"BV25382310897 , T253909473 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:22:40_29-09-25
13,12,8617,005076,"BV25382310808 , T253909880 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:23:53_29-09-25
14,13,8617,005076,"BV25382310901 , T253909468 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:25:10_29-09-25
15,14,8617,005076,"BV25382310893 , T253910052 ",FF00FFA50010600D1FD0761C0106389901508C85000100C800300001000DDBCD0301839A8245009C0A10,PASS,"PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}","PASS, {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1}","PASS , {1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1} ","PASS , {1: 1, 2: 1, 3: 1, 4: 1} ",08:26:21_29-09-25
